Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
27,1,Juan Pablo Di Pace,0.1024,0.0657,0.0219,0.0453,0.1069,0.0617,No
27,1,Evanna Lynch,0.0819,0.0833,0.0132,0.0655,0.1107,0.0451,No
27,1,Nancy McKeon,0.0862,0.0985,0.0092,0.0839,0.1142,0.0303,No
27,1,John Schneider,0.0555,0.0626,0.0083,0.0522,0.0784,0.0262,No
27,1,Milo Manheim,0.0883,0.0817,0.0087,0.0681,0.0955,0.0274,No
27,1,Danelle Umstead,0.0656,0.0745,0.0066,0.0628,0.0847,0.0220,No
27,1,Mary Lou Retton,0.0787,0.0949,0.0213,0.0655,0.1232,0.0577,No
27,1,DeMarcus Ware,0.0981,0.0739,0.0141,0.0454,0.0927,0.0473,No
27,1,Nikki Glaser,0.0526,0.0541,0.0053,0.0445,0.0620,0.0175,Yes
27,1,Bobby Bones,0.0659,0.0744,0.0104,0.0545,0.0887,0.0342,No
27,1,Tinashe,0.0754,0.0910,0.0157,0.0702,0.1181,0.0479,No
27,1,Alexis Ren,0.0640,0.0615,0.0095,0.0471,0.0753,0.0282,No
27,1,Joe Amabile,0.0853,0.0838,0.0121,0.0635,0.1036,0.0401,No
27,2,Juan Pablo Di Pace,0.1009,0.0767,0.0118,0.0588,0.0963,0.0376,No
27,2,Evanna Lynch,0.0794,0.0794,0.0151,0.0562,0.1049,0.0487,No
27,2,Nancy McKeon,0.0738,0.0847,0.0116,0.0669,0.1050,0.0381,No
27,2,John Schneider,0.0786,0.0809,0.0089,0.0654,0.0951,0.0298,No
27,2,Milo Manheim,0.1000,0.1122,0.0133,0.0886,0.1313,0.0428,No
27,2,Danelle Umstead,0.0745,0.0647,0.0060,0.0549,0.0741,0.0192,Yes
27,2,Mary Lou Retton,0.0827,0.0875,0.0102,0.0708,0.1055,0.0347,No
27,2,DeMarcus Ware,0.0873,0.0649,0.0109,0.0508,0.0860,0.0352,No
27,2,Bobby Bones,0.0927,0.0878,0.0126,0.0661,0.1079,0.0418,No
27,2,Tinashe,0.0639,0.0793,0.0123,0.0632,0.1005,0.0373,No
27,2,Alexis Ren,0.0689,0.0903,0.0197,0.0574,0.1148,0.0574,No
27,2,Joe Amabile,0.0973,0.0916,0.0105,0.0736,0.1086,0.0350,No
27,3,Juan Pablo Di Pace,0.0800,0.1006,0.0202,0.0682,0.1272,0.0589,No
27,3,Evanna Lynch,0.0804,0.0867,0.0092,0.0723,0.1015,0.0292,No
27,3,Nancy McKeon,0.0686,0.0721,0.0060,0.0621,0.0826,0.0205,Yes
27,3,John Schneider,0.1217,0.1132,0.0080,0.0980,0.1256,0.0276,No
27,3,Milo Manheim,0.0942,0.0857,0.0137,0.0618,0.1022,0.0404,No
27,3,Mary Lou Retton,0.0959,0.0887,0.0098,0.0734,0.1033,0.0299,No
27,3,DeMarcus Ware,0.0987,0.0938,0.0088,0.0811,0.1099,0.0288,No
27,3,Bobby Bones,0.0995,0.0937,0.0126,0.0760,0.1136,0.0376,No
27,3,Tinashe,0.0841,0.0856,0.0094,0.0672,0.1005,0.0333,No
27,3,Alexis Ren,0.0815,0.0734,0.0104,0.0527,0.0893,0.0366,No
27,3,Joe Amabile,0.0953,0.1064,0.0098,0.0891,0.1223,0.0332,No
27,4,Juan Pablo Di Pace,0.0774,0.0932,0.0128,0.0766,0.1152,0.0386,No
27,4,Evanna Lynch,0.0800,0.0913,0.0116,0.0767,0.1115,0.0348,No
27,4,John Schneider,0.1211,0.1090,0.0102,0.0947,0.1256,0.0309,No
27,4,Milo Manheim,0.1071,0.0999,0.0136,0.0797,0.1235,0.0437,No
27,4,Mary Lou Retton,0.1150,0.1141,0.0107,0.0980,0.1326,0.0346,No
27,4,DeMarcus Ware,0.1006,0.0935,0.0094,0.0799,0.1104,0.0305,No
27,4,Bobby Bones,0.1185,0.1141,0.0136,0.0906,0.1348,0.0441,No
27,4,Tinashe,0.0669,0.0637,0.0057,0.0534,0.0721,0.0187,Yes
27,4,Alexis Ren,0.0954,0.0976,0.0128,0.0778,0.1183,0.0405,No
27,4,Joe Amabile,0.1180,0.1236,0.0122,0.1072,0.1493,0.0421,No
27,5,Juan Pablo Di Pace,0.0714,0.1185,0.0967,0.0093,0.3059,0.2967,No
27,5,Evanna Lynch,0.0366,0.1174,0.0984,0.0096,0.3173,0.3077,No
27,5,John Schneider,0.2027,0.1110,0.0977,0.0061,0.3114,0.3054,No
27,5,Milo Manheim,0.1327,0.1097,0.0915,0.0074,0.2792,0.2718,No
27,5,Mary Lou Retton,0.0980,0.0995,0.0886,0.0058,0.2825,0.2767,No
27,5,DeMarcus Ware,0.0938,0.1045,0.0936,0.0058,0.2838,0.2780,No
27,5,Bobby Bones,0.1164,0.1040,0.0944,0.0067,0.2963,0.2897,No
27,5,Alexis Ren,0.1101,0.1232,0.0989,0.0105,0.3234,0.3129,No
27,5,Joe Amabile,0.1384,0.1122,0.0917,0.0086,0.2895,0.2809,No
27,6,Juan Pablo Di Pace,0.0980,0.1019,0.0144,0.0749,0.1256,0.0508,No
27,6,Evanna Lynch,0.1015,0.1073,0.0127,0.0869,0.1317,0.0448,No
27,6,John Schneider,0.1256,0.1235,0.0104,0.1082,0.1423,0.0341,No
27,6,Milo Manheim,0.1336,0.1135,0.0185,0.0816,0.1401,0.0585,No
27,6,Mary Lou Retton,0.0745,0.0814,0.0077,0.0697,0.0940,0.0243,Yes
27,6,DeMarcus Ware,0.0907,0.1189,0.0176,0.0899,0.1464,0.0564,No
27,6,Bobby Bones,0.1060,0.1022,0.0115,0.0843,0.1247,0.0404,No
27,6,Alexis Ren,0.1307,0.1291,0.0167,0.1002,0.1598,0.0597,No
27,6,Joe Amabile,0.1395,0.1223,0.0171,0.0964,0.1494,0.0531,No
27,7,Juan Pablo Di Pace,0.1317,0.1523,0.0244,0.1195,0.1954,0.0759,No
27,7,Evanna Lynch,0.1107,0.1219,0.0147,0.1010,0.1443,0.0433,No
27,7,John Schneider,0.0802,0.0687,0.0079,0.0524,0.0787,0.0263,Yes
27,7,Milo Manheim,0.1408,0.1406,0.0090,0.1244,0.1556,0.0312,No
27,7,DeMarcus Ware,0.0827,0.0710,0.0079,0.0542,0.0811,0.0270,Yes
27,7,Bobby Bones,0.1392,0.1419,0.0097,0.1274,0.1571,0.0297,No
27,7,Alexis Ren,0.1301,0.1110,0.0194,0.0727,0.1325,0.0598,No
27,7,Joe Amabile,0.1846,0.1926,0.0083,0.1799,0.2069,0.0270,No
27,8,Juan Pablo Di Pace,0.0853,0.0686,0.0175,0.0354,0.0882,0.0528,Yes
27,8,Evanna Lynch,0.1812,0.1674,0.0271,0.1145,0.2194,0.1048,No
27,8,Milo Manheim,0.1575,0.1311,0.0190,0.0900,0.1586,0.0686,No
27,8,Bobby Bones,0.2751,0.3089,0.0179,0.2732,0.3322,0.0590,No
27,8,Alexis Ren,0.1720,0.2120,0.0246,0.1763,0.2561,0.0797,No
27,8,Joe Amabile,0.1288,0.1120,0.0175,0.0789,0.1313,0.0524,Yes
27,9,Evanna Lynch,0.2564,0.2677,0.1362,0.0760,0.5047,0.4287,No
27,9,Milo Manheim,0.1802,0.2427,0.1261,0.0661,0.4806,0.4145,No
27,9,Bobby Bones,0.2840,0.2157,0.1229,0.0514,0.4443,0.3929,No
27,9,Alexis Ren,0.2794,0.2738,0.1329,0.0797,0.5141,0.4344,No
