Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
15,1,Gilles Marini,0.0919,0.0788,0.0068,0.0681,0.0926,0.0245,No
15,1,Sabrina Bryan,0.0676,0.0700,0.0096,0.0552,0.0821,0.0269,No
15,1,Kirstie Alley,0.0678,0.0582,0.0052,0.0494,0.0661,0.0167,No
15,1,Kelly Monaco,0.1219,0.1360,0.0114,0.1138,0.1528,0.0390,No
15,1,Apolo Anton Ohno,0.0944,0.0989,0.0049,0.0890,0.1062,0.0172,No
15,1,Emmitt Smith,0.0621,0.0591,0.0087,0.0440,0.0695,0.0256,No
15,1,Shawn Johnson,0.0814,0.0903,0.0112,0.0744,0.1073,0.0329,No
15,1,Pamela Anderson,0.0599,0.0555,0.0047,0.0477,0.0636,0.0159,Yes
15,1,Helio Castroneves,0.0700,0.0636,0.0142,0.0437,0.0863,0.0426,No
15,1,Joey Fatone,0.0725,0.0838,0.0168,0.0603,0.1063,0.0459,No
15,1,Drew Lachey,0.0646,0.0588,0.0091,0.0446,0.0740,0.0294,No
15,1,Bristol Palin,0.0731,0.0711,0.0054,0.0609,0.0793,0.0184,No
15,1,Melissa Rycroft,0.0729,0.0759,0.0070,0.0646,0.0893,0.0247,No
15,2,Gilles Marini,0.0988,0.1079,0.0084,0.0940,0.1214,0.0274,No
15,2,Sabrina Bryan,0.1015,0.0905,0.0079,0.0798,0.1063,0.0265,No
15,2,Kirstie Alley,0.0935,0.0787,0.0059,0.0695,0.0904,0.0210,No
15,2,Kelly Monaco,0.0864,0.0684,0.0057,0.0584,0.0769,0.0185,No
15,2,Apolo Anton Ohno,0.0893,0.0891,0.0074,0.0748,0.0998,0.0249,No
15,2,Emmitt Smith,0.0709,0.0841,0.0091,0.0687,0.1008,0.0321,No
15,2,Shawn Johnson,0.0698,0.0725,0.0045,0.0646,0.0798,0.0152,No
15,2,Helio Castroneves,0.0789,0.0865,0.0076,0.0745,0.1035,0.0290,No
15,2,Joey Fatone,0.0542,0.0584,0.0037,0.0528,0.0640,0.0111,Yes
15,2,Drew Lachey,0.0828,0.0926,0.0070,0.0830,0.1034,0.0204,No
15,2,Bristol Palin,0.0825,0.0913,0.0112,0.0777,0.1106,0.0329,No
15,2,Melissa Rycroft,0.0914,0.0798,0.0101,0.0636,0.0956,0.0321,No
15,3,Gilles Marini,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Sabrina Bryan,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Kirstie Alley,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Kelly Monaco,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Apolo Anton Ohno,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Emmitt Smith,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
15,3,Shawn Johnson,0.0909,0.0909,0.0000,0.0909,0.0909,0.0000,No
