Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
30,1,Martin Kove,0.0954,0.0615,0.0759,0.0005,0.2201,0.2196,No
30,1,Brian Austin Green,0.1348,0.0636,0.0720,0.0008,0.2139,0.2130,No
30,1,Melora Hardin,0.1535,0.0609,0.0698,0.0010,0.2096,0.2087,No
30,1,Matt James,0.1452,0.0671,0.0761,0.0010,0.2386,0.2376,No
30,1,"Mike ""The Miz"" Mizanin",0.0745,0.0669,0.0756,0.0007,0.2202,0.2195,No
30,1,Suni Lee,0.0306,0.0574,0.0682,0.0005,0.1997,0.1992,No
30,1,Iman Shumpert,0.0865,0.0663,0.0782,0.0009,0.2159,0.2151,No
30,1,Cody Rigsby,0.1283,0.0580,0.0724,0.0005,0.2166,0.2161,No
30,1,Melanie C,0.0403,0.0687,0.0756,0.0016,0.2241,0.2225,No
30,1,Jimmie Allen,0.0428,0.0786,0.0825,0.0018,0.2509,0.2491,No
30,1,Olivia Jade,0.0004,0.0768,0.0819,0.0019,0.2397,0.2378,No
30,1,JoJo Siwa,0.0286,0.0674,0.0764,0.0013,0.2271,0.2258,No
30,1,Christine Chiu,0.0062,0.0702,0.0777,0.0014,0.2403,0.2390,No
30,1,Kenya Moore,0.0058,0.0670,0.0801,0.0008,0.2336,0.2329,No
30,1,Amanda Kloots,0.0271,0.0695,0.0757,0.0016,0.2274,0.2258,No
30,2,Martin Kove,0.0461,0.0531,0.0060,0.0440,0.0638,0.0199,Yes
30,2,Brian Austin Green,0.0898,0.0807,0.0099,0.0643,0.0933,0.0290,No
30,2,Melora Hardin,0.0882,0.0727,0.0065,0.0626,0.0831,0.0205,No
30,2,Matt James,0.0693,0.0781,0.0116,0.0543,0.0939,0.0396,No
30,2,"Mike ""The Miz"" Mizanin",0.0750,0.0654,0.0112,0.0479,0.0843,0.0364,No
30,2,Suni Lee,0.0592,0.0662,0.0108,0.0543,0.0893,0.0351,No
30,2,Iman Shumpert,0.0700,0.0611,0.0088,0.0476,0.0774,0.0298,No
30,2,Cody Rigsby,0.0797,0.0667,0.0123,0.0438,0.0855,0.0417,No
30,2,Melanie C,0.0467,0.0653,0.0099,0.0413,0.0772,0.0360,No
30,2,Jimmie Allen,0.0740,0.0616,0.0107,0.0444,0.0768,0.0323,No
30,2,Olivia Jade,0.0422,0.0637,0.0134,0.0461,0.0918,0.0457,No
30,2,JoJo Siwa,0.0634,0.0795,0.0139,0.0609,0.1065,0.0456,No
30,2,Christine Chiu,0.0663,0.0673,0.0114,0.0493,0.0848,0.0354,No
30,2,Kenya Moore,0.0590,0.0603,0.0151,0.0390,0.0891,0.0501,No
30,2,Amanda Kloots,0.0713,0.0582,0.0064,0.0475,0.0688,0.0213,No
30,3,Brian Austin Green,0.0771,0.0754,0.0072,0.0637,0.0892,0.0255,No
30,3,Melora Hardin,0.0898,0.0925,0.0164,0.0667,0.1189,0.0522,No
30,3,Matt James,0.0644,0.0701,0.0076,0.0595,0.0819,0.0224,No
30,3,"Mike ""The Miz"" Mizanin",0.0732,0.0777,0.0172,0.0536,0.1044,0.0508,No
30,3,Suni Lee,0.0722,0.0703,0.0112,0.0454,0.0833,0.0379,No
30,3,Iman Shumpert,0.0903,0.0903,0.0208,0.0617,0.1231,0.0614,No
30,3,Cody Rigsby,0.0819,0.0744,0.0059,0.0657,0.0861,0.0204,No
30,3,Melanie C,0.0598,0.0627,0.0069,0.0538,0.0758,0.0219,No
30,3,Jimmie Allen,0.0736,0.0687,0.0079,0.0561,0.0815,0.0254,No
30,3,Olivia Jade,0.0537,0.0662,0.0199,0.0401,0.0994,0.0592,No
30,3,JoJo Siwa,0.0717,0.0590,0.0061,0.0509,0.0711,0.0203,No
30,3,Christine Chiu,0.0590,0.0531,0.0040,0.0460,0.0597,0.0137,Yes
30,3,Kenya Moore,0.0715,0.0668,0.0073,0.0539,0.0799,0.0260,No
30,3,Amanda Kloots,0.0620,0.0728,0.0096,0.0600,0.0913,0.0313,No
30,4,Brian Austin Green,0.0616,0.0592,0.0057,0.0484,0.0669,0.0185,Yes
30,4,Melora Hardin,0.0905,0.0954,0.0136,0.0734,0.1172,0.0438,No
30,4,Matt James,0.0558,0.0531,0.0050,0.0447,0.0610,0.0163,Yes
30,4,"Mike ""The Miz"" Mizanin",0.0919,0.0855,0.0139,0.0640,0.1101,0.0461,No
30,4,Suni Lee,0.0907,0.0766,0.0174,0.0536,0.1000,0.0465,No
30,4,Iman Shumpert,0.0813,0.0798,0.0064,0.0684,0.0898,0.0214,No
30,4,Cody Rigsby,0.0917,0.0737,0.0155,0.0480,0.0989,0.0510,No
30,4,Melanie C,0.0676,0.0744,0.0085,0.0585,0.0891,0.0305,No
30,4,Jimmie Allen,0.0712,0.0827,0.0120,0.0672,0.1046,0.0375,No
30,4,Olivia Jade,0.0636,0.0704,0.0135,0.0515,0.0974,0.0458,No
30,4,JoJo Siwa,0.0835,0.0726,0.0137,0.0519,0.1001,0.0482,No
30,4,Kenya Moore,0.0836,0.0807,0.0111,0.0601,0.0955,0.0354,No
30,4,Amanda Kloots,0.0670,0.0959,0.0279,0.0576,0.1420,0.0844,No
30,5,Melora Hardin,0.0787,0.0897,0.0188,0.0626,0.1179,0.0553,No
30,5,"Mike ""The Miz"" Mizanin",0.1051,0.0928,0.0119,0.0786,0.1210,0.0424,No
30,5,Suni Lee,0.0982,0.0801,0.0120,0.0621,0.0990,0.0369,No
30,5,Iman Shumpert,0.1213,0.1107,0.0111,0.0941,0.1302,0.0361,No
30,5,Cody Rigsby,0.1012,0.1109,0.0140,0.0880,0.1332,0.0452,No
30,5,Melanie C,0.0630,0.0617,0.0053,0.0531,0.0704,0.0173,Yes
30,5,Jimmie Allen,0.0831,0.0897,0.0132,0.0739,0.1150,0.0411,No
30,5,Olivia Jade,0.0737,0.0879,0.0176,0.0665,0.1178,0.0513,No
30,5,JoJo Siwa,0.0875,0.0746,0.0068,0.0650,0.0859,0.0209,No
30,5,Kenya Moore,0.0820,0.0997,0.0164,0.0747,0.1276,0.0529,No
30,5,Amanda Kloots,0.1062,0.1022,0.0135,0.0822,0.1232,0.0409,No
30,6,Melora Hardin,0.1085,0.1184,0.0169,0.0912,0.1451,0.0538,No
30,6,"Mike ""The Miz"" Mizanin",0.1153,0.1191,0.0126,0.0988,0.1368,0.0380,No
30,6,Suni Lee,0.0882,0.1080,0.0168,0.0803,0.1324,0.0521,No
30,6,Iman Shumpert,0.1048,0.0935,0.0109,0.0733,0.1108,0.0374,No
30,6,Cody Rigsby,0.0933,0.0885,0.0103,0.0684,0.1034,0.0350,No
30,6,Jimmie Allen,0.0976,0.0969,0.0151,0.0717,0.1211,0.0493,No
30,6,Olivia Jade,0.1102,0.0994,0.0135,0.0805,0.1222,0.0417,No
30,6,JoJo Siwa,0.1093,0.0948,0.0156,0.0643,0.1163,0.0520,No
30,6,Kenya Moore,0.0659,0.0846,0.0130,0.0625,0.1029,0.0404,Yes
30,6,Amanda Kloots,0.1068,0.0969,0.0310,0.0547,0.1511,0.0964,No
30,7,Melora Hardin,0.1174,0.0959,0.0151,0.0733,0.1223,0.0490,No
30,7,"Mike ""The Miz"" Mizanin",0.1127,0.0970,0.0089,0.0826,0.1120,0.0294,Yes
30,7,Suni Lee,0.0919,0.1205,0.0209,0.0888,0.1539,0.0651,No
30,7,Iman Shumpert,0.1217,0.1197,0.0229,0.0930,0.1642,0.0711,No
30,7,Cody Rigsby,0.0850,0.1026,0.0147,0.0772,0.1248,0.0476,No
30,7,Jimmie Allen,0.1123,0.1203,0.0156,0.0864,0.1474,0.0610,No
30,7,Olivia Jade,0.1156,0.1304,0.0202,0.0963,0.1663,0.0700,No
30,7,JoJo Siwa,0.1078,0.0984,0.0170,0.0749,0.1283,0.0534,No
30,7,Amanda Kloots,0.1355,0.1153,0.0139,0.0907,0.1382,0.0475,No
30,8,Melora Hardin,0.1525,0.1305,0.0193,0.0939,0.1635,0.0696,No
30,8,Suni Lee,0.0965,0.1065,0.0203,0.0817,0.1417,0.0599,No
30,8,Iman Shumpert,0.1586,0.1643,0.0234,0.1325,0.2062,0.0737,No
30,8,Cody Rigsby,0.1258,0.1494,0.0214,0.1138,0.1799,0.0662,No
30,8,Jimmie Allen,0.1011,0.1153,0.0134,0.0932,0.1374,0.0442,Yes
30,8,Olivia Jade,0.0832,0.0964,0.0137,0.0763,0.1196,0.0433,Yes
30,8,JoJo Siwa,0.1284,0.1234,0.0178,0.0977,0.1554,0.0577,No
30,8,Amanda Kloots,0.1540,0.1142,0.0167,0.0925,0.1469,0.0544,No
30,9,Melora Hardin,0.1664,0.1578,0.0106,0.1404,0.1752,0.0348,Yes
30,9,Suni Lee,0.1000,0.1316,0.0132,0.1076,0.1522,0.0445,Yes
30,9,Iman Shumpert,0.2008,0.1709,0.0174,0.1387,0.1955,0.0567,No
30,9,Cody Rigsby,0.1805,0.2101,0.0292,0.1702,0.2688,0.0986,No
30,9,JoJo Siwa,0.1659,0.1403,0.0134,0.1179,0.1609,0.0431,No
