Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
5,1,Cameron Mathison,0.0923,0.0972,0.0152,0.0676,0.1210,0.0534,No
5,1,Jane Seymour,0.0758,0.0804,0.0098,0.0609,0.0951,0.0343,No
5,1,Sabrina Bryan,0.1020,0.0953,0.0107,0.0735,0.1094,0.0359,No
5,1,Jennie Garth,0.1000,0.0925,0.0131,0.0662,0.1091,0.0429,No
5,1,Floyd Mayweather Jr. ,0.0793,0.0770,0.0061,0.0671,0.0863,0.0191,No
5,1,Josie Maran,0.0518,0.0699,0.0070,0.0575,0.0808,0.0233,Yes
5,1,Albert Reed,0.0641,0.0736,0.0107,0.0611,0.0923,0.0312,No
5,1,Helio Castroneves,0.0800,0.0765,0.0092,0.0610,0.0913,0.0302,No
5,1,Mel B,0.0934,0.0775,0.0113,0.0599,0.0968,0.0369,No
5,1,Wayne Newton,0.0837,0.0812,0.0084,0.0683,0.0950,0.0267,No
5,1,Marie Osmond,0.0914,0.0998,0.0081,0.0879,0.1131,0.0253,No
5,1,Mark Cuban,0.0862,0.0790,0.0116,0.0628,0.1015,0.0387,No
5,2,Cameron Mathison,0.0978,0.0862,0.0119,0.0687,0.1061,0.0374,No
5,2,Jane Seymour,0.0780,0.0898,0.0104,0.0707,0.1056,0.0349,No
5,2,Sabrina Bryan,0.0904,0.1124,0.0227,0.0790,0.1435,0.0645,No
5,2,Jennie Garth,0.0958,0.0843,0.0184,0.0546,0.1067,0.0521,No
5,2,Floyd Mayweather Jr. ,0.0974,0.0967,0.0131,0.0734,0.1154,0.0420,No
5,2,Albert Reed,0.0717,0.0640,0.0099,0.0479,0.0785,0.0306,Yes
5,2,Helio Castroneves,0.0768,0.0816,0.0107,0.0612,0.0980,0.0368,No
5,2,Mel B,0.0993,0.0901,0.0093,0.0725,0.1044,0.0319,No
5,2,Wayne Newton,0.0971,0.1208,0.0190,0.0941,0.1529,0.0587,No
5,2,Marie Osmond,0.0958,0.0864,0.0086,0.0730,0.1006,0.0277,No
5,2,Mark Cuban,0.0998,0.0876,0.0093,0.0714,0.1030,0.0316,No
5,3,Cameron Mathison,0.1083,0.0926,0.0120,0.0721,0.1096,0.0374,No
5,3,Jane Seymour,0.0917,0.0969,0.0149,0.0722,0.1186,0.0464,No
5,3,Sabrina Bryan,0.0939,0.0988,0.0169,0.0684,0.1252,0.0568,No
5,3,Jennie Garth,0.0971,0.0947,0.0095,0.0802,0.1115,0.0313,No
5,3,Floyd Mayweather Jr. ,0.1050,0.1247,0.0235,0.0936,0.1636,0.0701,No
5,3,Helio Castroneves,0.1216,0.0981,0.0131,0.0754,0.1214,0.0460,No
5,3,Mel B,0.0962,0.0866,0.0108,0.0650,0.1035,0.0385,No
5,3,Wayne Newton,0.0859,0.0838,0.0101,0.0652,0.1005,0.0354,Yes
5,3,Marie Osmond,0.1020,0.1272,0.0327,0.0768,0.1700,0.0932,No
5,3,Mark Cuban,0.0983,0.0967,0.0119,0.0767,0.1170,0.0403,No
5,4,Cameron Mathison,0.1025,0.1012,0.0119,0.0802,0.1208,0.0406,No
5,4,Jane Seymour,0.1159,0.1207,0.0160,0.0963,0.1490,0.0527,No
5,4,Sabrina Bryan,0.0928,0.1100,0.0129,0.0911,0.1330,0.0419,No
5,4,Jennie Garth,0.1141,0.1093,0.0144,0.0878,0.1349,0.0471,No
5,4,Floyd Mayweather Jr. ,0.0854,0.0893,0.0117,0.0710,0.1066,0.0356,Yes
5,4,Helio Castroneves,0.1428,0.1269,0.0157,0.1081,0.1603,0.0522,No
5,4,Mel B,0.1180,0.1190,0.0115,0.1019,0.1389,0.0370,No
5,4,Marie Osmond,0.1302,0.1180,0.0126,0.0968,0.1377,0.0409,No
5,4,Mark Cuban,0.0984,0.1056,0.0115,0.0854,0.1238,0.0384,No
5,5,Cameron Mathison,0.1129,0.1310,0.0226,0.0954,0.1677,0.0723,No
5,5,Jane Seymour,0.1313,0.1178,0.0147,0.0955,0.1397,0.0442,No
5,5,Sabrina Bryan,0.1014,0.1072,0.0182,0.0827,0.1447,0.0620,No
5,5,Jennie Garth,0.1411,0.1201,0.0214,0.0872,0.1543,0.0671,No
5,5,Helio Castroneves,0.1463,0.1602,0.0288,0.1210,0.2044,0.0833,No
5,5,Mel B,0.1404,0.1308,0.0180,0.1024,0.1562,0.0537,No
5,5,Marie Osmond,0.1362,0.1286,0.0176,0.1066,0.1651,0.0585,No
5,5,Mark Cuban,0.0904,0.1043,0.0096,0.0871,0.1190,0.0319,Yes
5,6,Cameron Mathison,0.1289,0.1380,0.0187,0.1082,0.1722,0.0640,No
5,6,Jane Seymour,0.1407,0.1475,0.0175,0.1271,0.1832,0.0561,No
5,6,Sabrina Bryan,0.1065,0.1062,0.0102,0.0878,0.1221,0.0344,Yes
5,6,Jennie Garth,0.1485,0.1630,0.0186,0.1379,0.1962,0.0584,No
5,6,Helio Castroneves,0.1688,0.1625,0.0278,0.1105,0.2204,0.1099,No
5,6,Mel B,0.1428,0.1379,0.0195,0.1081,0.1760,0.0679,No
5,6,Marie Osmond,0.1639,0.1449,0.0165,0.1176,0.1739,0.0562,No
5,7,Cameron Mathison,0.1515,0.1679,0.0268,0.1286,0.2132,0.0847,No
5,7,Jane Seymour,0.1459,0.1335,0.0126,0.1137,0.1544,0.0406,Yes
5,7,Jennie Garth,0.1530,0.1700,0.0240,0.1243,0.2112,0.0869,No
5,7,Helio Castroneves,0.1853,0.1621,0.0226,0.1291,0.1997,0.0706,No
5,7,Mel B,0.1773,0.1806,0.0321,0.1327,0.2361,0.1034,No
5,7,Marie Osmond,0.1870,0.1859,0.0281,0.1423,0.2292,0.0869,No
5,8,Cameron Mathison,0.1629,0.1652,0.0112,0.1458,0.1826,0.0368,Yes
5,8,Jennie Garth,0.1720,0.2135,0.0283,0.1740,0.2635,0.0896,No
5,8,Helio Castroneves,0.2232,0.2277,0.0242,0.1914,0.2705,0.0791,No
5,8,Mel B,0.2174,0.1878,0.0173,0.1596,0.2153,0.0557,No
5,8,Marie Osmond,0.2245,0.2057,0.0186,0.1807,0.2418,0.0611,No
5,9,Jennie Garth,0.1961,0.2154,0.0149,0.1890,0.2400,0.0510,Yes
5,9,Helio Castroneves,0.2640,0.2451,0.0224,0.2113,0.2865,0.0752,No
5,9,Mel B,0.2832,0.2649,0.0314,0.2147,0.3151,0.1004,No
5,9,Marie Osmond,0.2568,0.2746,0.0273,0.2340,0.3227,0.0887,No
5,10,Helio Castroneves,0.3426,0.2889,0.1377,0.0950,0.5424,0.4474,No
5,10,Mel B,0.3347,0.3733,0.1404,0.1612,0.6121,0.4509,No
5,10,Marie Osmond,0.3227,0.3377,0.1413,0.1168,0.5849,0.4680,No
