Season,Week,Contestant,MAP_FanShare,Mean,Std,CI_5%,CI_95%,CI_Width,Eliminated
11,1,David Hasselhoff,0.0636,0.0678,0.0060,0.0569,0.0762,0.0194,Yes
11,1,Florence Henderson,0.0827,0.0742,0.0054,0.0666,0.0825,0.0159,No
11,1,Kyle Massey,0.0777,0.0836,0.0069,0.0734,0.0956,0.0222,No
11,1,Jennifer Grey,0.1027,0.1037,0.0086,0.0919,0.1205,0.0285,No
11,1,Rick Fox,0.0860,0.0840,0.0084,0.0728,0.1024,0.0296,No
11,1,Kurt Warner,0.0746,0.0760,0.0071,0.0617,0.0866,0.0249,No
11,1,Margaret Cho,0.1006,0.1008,0.0145,0.0823,0.1228,0.0406,No
11,1,Michael Bolton,0.0828,0.0785,0.0079,0.0646,0.0904,0.0258,No
11,1,Brandy,0.0789,0.0809,0.0107,0.0666,0.1004,0.0337,No
11,1,The Situation,0.1075,0.1045,0.0110,0.0842,0.1176,0.0333,No
11,1,Audrina Patridge,0.0805,0.0735,0.0059,0.0646,0.0836,0.0190,No
11,1,Bristol Palin,0.0625,0.0726,0.0072,0.0604,0.0848,0.0244,No
11,2,Florence Henderson,0.0944,0.1030,0.0057,0.0948,0.1130,0.0181,No
11,2,Kyle Massey,0.0898,0.0793,0.0122,0.0613,0.0949,0.0335,No
11,2,Jennifer Grey,0.0886,0.0712,0.0095,0.0603,0.0901,0.0298,No
11,2,Rick Fox,0.0812,0.0841,0.0056,0.0744,0.0929,0.0185,No
11,2,Kurt Warner,0.0715,0.0829,0.0134,0.0646,0.1044,0.0398,No
11,2,Margaret Cho,0.0926,0.0864,0.0119,0.0655,0.1041,0.0385,No
11,2,Michael Bolton,0.0942,0.0764,0.0115,0.0633,0.0984,0.0351,Yes
11,2,Brandy,0.1023,0.1265,0.0114,0.1028,0.1394,0.0365,No
11,2,The Situation,0.0965,0.1042,0.0091,0.0891,0.1173,0.0283,No
11,2,Audrina Patridge,0.1156,0.1074,0.0111,0.0880,0.1232,0.0352,No
11,2,Bristol Palin,0.0735,0.0786,0.0061,0.0687,0.0874,0.0187,No
11,3,Florence Henderson,0.1409,0.1404,0.0146,0.1213,0.1682,0.0469,No
11,3,Kyle Massey,0.1032,0.0977,0.0163,0.0706,0.1178,0.0473,No
11,3,Jennifer Grey,0.0982,0.1034,0.0095,0.0883,0.1185,0.0302,No
11,3,Rick Fox,0.0867,0.0826,0.0058,0.0735,0.0927,0.0192,No
11,3,Kurt Warner,0.1090,0.1128,0.0093,0.0977,0.1285,0.0307,No
11,3,Margaret Cho,0.0804,0.0753,0.0086,0.0609,0.0874,0.0265,Yes
11,3,Brandy,0.1010,0.1009,0.0066,0.0910,0.1120,0.0210,No
11,3,The Situation,0.0971,0.0992,0.0106,0.0840,0.1165,0.0325,No
11,3,Audrina Patridge,0.0950,0.0888,0.0095,0.0748,0.1058,0.0310,No
11,3,Bristol Palin,0.0885,0.0989,0.0120,0.0788,0.1161,0.0373,No
11,4,Florence Henderson,0.1156,0.1027,0.0121,0.0866,0.1285,0.0418,No
11,4,Kyle Massey,0.1214,0.1090,0.0154,0.0856,0.1362,0.0506,No
11,4,Jennifer Grey,0.1039,0.1189,0.0102,0.1028,0.1339,0.0311,No
11,4,Rick Fox,0.1195,0.1161,0.0079,0.1015,0.1263,0.0248,No
11,4,Kurt Warner,0.1027,0.1084,0.0101,0.0915,0.1233,0.0318,No
11,4,Brandy,0.1129,0.1253,0.0133,0.1069,0.1509,0.0441,No
11,4,The Situation,0.0840,0.0840,0.0121,0.0650,0.1033,0.0383,Yes
11,4,Audrina Patridge,0.1066,0.1139,0.0124,0.0998,0.1369,0.0371,No
11,4,Bristol Palin,0.1333,0.1217,0.0180,0.0855,0.1424,0.0569,No
11,5,Florence Henderson,0.1043,0.0917,0.0133,0.0736,0.1149,0.0414,Yes
11,5,Kyle Massey,0.1267,0.1531,0.0156,0.1283,0.1770,0.0487,No
